n_cols,bs_100,bs_5,bs_50,bs_500
500,4.48555081032415,3.59504083895745,4.27071993208403,4.6195512585596
1000,4.82946239611779,3.94503489755053,4.63792900941743,5.34005368709319
1500,4.08996183214548,3.46012455136692,3.96167233323919,4.22185407218664
2000,0.00142861764304823,0.00133515521688038,0.00117696987123183,0.00118373983404254
2500,1.52531194464e-4,5.90022031861964e-5,1.0247043542676e-4,7.5784953401849e-4
