rank,lupp,qr,os,svd,svds
200,0.118541604120019,0.125073833669946,0.115239265473547,0.0645716354149248,0.0676646499696882
400,0.0819874795920048,0.0851706415824592,0.081666596283028,0.0532015109620497,0.056497026461964
600,0.0610343860494156,0.0611719742599804,0.0612532203138906,0.0427179397243058,0.0454417679635265
800,0.0409345680062824,0.0408223328310671,0.0409621884289341,0.0299666815710306,0.0318114146012669
1000,9.74937214142703e-12,7.82344538075174e-15,4.89071348850974e-15,0,3.05023307705009e-08
