rank,lupp,qr,os,svd,svds
200,4.75299801838983e-09,4.74557589233617e-09,8.5775746959378e-09,4.55224061963187e-09,4.71091805307628e-09
400,3.1436904148985e-09,3.17200886493158e-09,3.45296202598833e-09,2.21426825468265e-09,2.37009185006807e-09
600,2.18081656184942e-09,2.15866381028996e-09,2.82345087168704e-09,1.43948321855346e-09,1.559740319941e-09
800,1.04779786479476e-09,1.05819278663474e-09,2.13096067541824e-09,7.88656131556183e-10,8.74298618207603e-10
1000,5.11214054906437e-10,5.47364179233755e-10,1.39761001151081e-09,3.50349559219275e-10,3.83760537191972e-10
1200,2.34304723094604e-10,2.37110843998085e-10,7.80167052813898e-10,1.27843339211125e-10,1.44754935899921e-10
