mat_label,matrix_size,n_cols,LUPP_iterative_cur,LUPP_sketch_cur,svds
Low_Rank_PD,25000,500,47.846434,61.890359000000004,622.4520755
Low_Rank_PD,25000,1000,114.64018300000001,152.7490405,1037.5839315
Low_Rank_PD,25000,1500,152.65164149999998,342.8357915,1733.508555
Low_Rank_PD,25000,2000,220.849468,902.9077434999999,2586.9828845
Low_Rank_PD,25000,4000,381.786255,585.1060065,5132.100029
