mat_label,matrix_size,n_cols,LUPP_iterative_cur,LUPP_sketch_cur,svds
venkat01,62424,500,0.30096896757424096,0.307118326367722,0.267767756700466
venkat01,62424,1000,0.148036718935838,0.15109386550659548,0.132585641834275
venkat01,62424,1500,0.08650258663740534,0.08786974646543311,0.0776336458789937
venkat01,62424,2000,0.05764199625699505,0.05869833098949315,0.0521319608339723
venkat01,62424,4000,0.0246976867706764,0.024998143177396348,0.0233842972123508
