mat_label,matrix_size,n_cols,LUPP_iterative_cur,LUPP_sketch_cur,svds
Low_Rank_PD,25000,500,4.665826753767635,4.52002227256315,0.795325617849443
Low_Rank_PD,25000,1000,4.558228503092035,5.072625257202516,0.572898456291905
Low_Rank_PD,25000,1500,2.9413337326749147,3.02918113936434,0.287324775502037
Low_Rank_PD,25000,2000,7.096335448012201e-4,0.001477609759506565,9.17570589956388e-6
Low_Rank_PD,25000,4000,7.03555861926824e-6,4.49128265941454e-5,2.27380082113448e-7
