mat_label,matrix_size,n_cols,LUPP_iterative_cur,LUPP_sketch_cur,svds
RandSVD,25000,500,43.246795500000005,46.6834825,433.253232
RandSVD,25000,1000,46.04388,41.102278999999996,801.44498
RandSVD,25000,1500,71.2935785,49.6956165,1128.5964844999999
RandSVD,25000,2000,125.05714,93.9077805,1655.3984255
RandSVD,25000,4000,30.0699635,278.1065195,2600.7581005
