mat_label,matrix_size,n_cols,LUPP_iterative_cur,LUPP_sketch_cur,svds
bcircuit,68902,500,33.751159,41.0958305,590.366896
bcircuit,68902,1000,36.2123265,64.31286399999999,1389.0958865
bcircuit,68902,1500,21.165077,140.45456000000001,1844.0482075
bcircuit,68902,2000,23.945432,46.694165,2787.7430830000003
bcircuit,68902,4000,30.756597499999998,61.612123,3927.858917
