mat_label,matrix_size,n_cols,LUPP_iterative_cur,LUPP_sketch_cur,svds
bayer01,57735,500,7.6040994087235e-4,7.5949007736423e-4,7.7652464767763e-4
bayer01,57735,1000,5.9591278057308e-4,5.9591278432814e-4,5.9761641228966e-4
bayer01,57735,2000,5.559758144303e-4,5.5597576007016e-4,5.573443435994e-4
bayer01,57735,3000,5.1293866830514e-4,5.1293866878819e-4,5.1408978920164e-4
bayer01,57735,4000,4.6594323087183e-4,4.6594325775064e-4,4.6691793233554e-4
