mat_label,matrix_size,n_cols,LUPP_iterative_cur,LUPP_sketch_cur,svds
c-69,67458,500,4.114814,4.496557,27.444624
c-69,67458,1000,5.483172,6.489857,61.951075
c-69,67458,2000,4.780672,8.90038,120.272652
c-69,67458,3000,8.092981,9.540226,213.965928
c-69,67458,4000,12.694191,16.604783,327.567964
