mat_label,matrix_size,n_cols,LUPP_iterative_cur,LUPP_sketch_cur,svds
bcircuit,68902,500,6.294362,7.921112,36.827406
bcircuit,68902,1000,10.402917,13.82492,81.430977
bcircuit,68902,2000,12.67804,20.182601,223.002082
bcircuit,68902,3000,13.201131,24.892871,381.690357
bcircuit,68902,4000,13.097074,23.386094,554.889402
