mat_label,matrix_size,n_cols,LUPP_iterative_cur,LUPP_sketch_cur,svds
RandSVD,30000,500,8.527718,18.197917,63.585134
RandSVD,30000,1000,10.893148,32.504953,138.312532
RandSVD,30000,2000,23.725301,60.191642,301.106066
RandSVD,30000,3000,24.076883,78.00297,453.271484
RandSVD,30000,4000,29.097131,100.724309,657.606135
