mat_label,matrix_size,n_cols,LUPP_iterative_cur,LUPP_sketch_cur,svds
randLOW,30000,500,3.490604,5.518217,18.42455
randLOW,30000,1000,5.452416,10.109823,40.732507
randLOW,30000,2000,9.30241,17.666106,79.221874
randLOW,30000,3000,17.10847,24.808075,123.836506
randLOW,30000,4000,29.017354,52.88961,171.852425
