mat_label,matrix_size,n_cols,LUPP_iterative_cur,LUPP_sketch_cur,svds
mark3,64089,500,6.506112,7.294577,42.439456
mark3,64089,1000,4.821961,10.004591,106.300262
mark3,64089,2000,6.400519,15.205757,241.221272
mark3,64089,3000,5.715504,21.483812,397.437678
mark3,64089,4000,25.963601,16.730171,92.837469
