mat_label,matrix_size,n_cols,LUPP_iterative_cur,LUPP_sketch_cur,svds
g7jac200,59310,500,4.450116,4.502465,24.154472
g7jac200,59310,1000,2.302379,3.75109,57.562551
g7jac200,59310,2000,4.633673,5.957197,135.104721
g7jac200,59310,3000,6.061485,12.210567,264.029097
g7jac200,59310,4000,8.78312,11.708702,294.387006
