method,n_rows,block_size,time,mean_acc,median_acc,var_acc,max_acc,min_acc
QRPP_sketch_cur,40,1,0.001213841666666665,0.03334776578298293,0.03334776578298293,1.6076771239482672e-4,0.0546059118047584,0.0163931557970264
QRPP_sketch_cur,80,1,0.002543974999999998,0.002665839703424408,0.002665839703424408,6.162046751780377e-7,0.00409856325909504,0.00134934876744021
QRPP_sketch_cur,120,1,0.004579820833333334,1.4189498940979622e-4,1.4189498940979622e-4,3.022559172216808e-9,2.0354848170855e-4,4.7506957384939e-5
QRPP_sketch_cur,160,1,0.00912527083333334,6.762373103366399e-6,6.762373103366399e-6,8.470512291400425e-12,1.23493272920498e-5,2.98936870646631e-6
