method,n_rows,block_size,time,mean_acc,median_acc,var_acc,max_acc,min_acc
LUPP_iterative_cur,40,10,0.001251720833333334,0.05137004962082829,0.05137004962082829,9.143177767208302e-5,0.0670838024930326,0.0351779764081
LUPP_iterative_cur,80,10,0.002364204166666667,0.002502710552872331,0.002502710552872331,1.225421467260019e-6,0.00471082888617745,0.00112840265040338
LUPP_iterative_cur,120,10,0.003797266666666667,1.1232179764962644e-4,1.1232179764962644e-4,1.104250037146798e-9,1.556974886279e-4,6.1945804472739e-5
LUPP_iterative_cur,160,10,0.008087525,9.308741464554903e-6,9.308741464554903e-6,9.09894329973017e-12,1.32584988981593e-5,4.48464834373554e-6
