method,n_rows,block_size,time,mean_acc,median_acc,var_acc,max_acc,min_acc
OS_sketch_cur,40,1,0.0073034791666666665,0.01818396408633191,0.01818396408633191,7.999680814892656e-5,0.0422976747520138,0.0124636788912172
OS_sketch_cur,80,1,0.02272624166666667,8.10560162786268e-4,8.10560162786268e-4,5.068039233200275e-9,9.1355555934907e-4,7.3051897842831e-4
OS_sketch_cur,120,1,0.04702934166666667,5.1287288983635374e-5,5.1287288983635374e-5,9.215063367285104e-11,7.29373856211985e-5,4.3839629297875e-5
OS_sketch_cur,160,1,0.08358985833333335,3.6315179974110852e-6,3.6315179974110852e-6,2.730322254361839e-12,7.95627035047012e-6,2.61360457865383e-6
