sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,5.926725,250,250,0.0485331102051253,0.048533022191773,0.04855168668986,LUPP_iterative_cur,0.05,randLOW
2,3.762871,250,250,0.0483238764928973,0.0483237923488526,0.0483417953386917,LUPP_iterative_cur,0.05,randLOW
3,3.834384,250,250,0.0487497810500192,0.048749579580644,0.048769351884168,LUPP_iterative_cur,0.05,randLOW
4,3.761531,250,250,0.0482565286752288,0.0482567342990489,0.048274291020009,LUPP_iterative_cur,0.05,randLOW
5,3.85611,250,250,0.0487468055730852,0.0487463331850153,0.0487662020902967,LUPP_iterative_cur,0.05,randLOW
6,3.922697,250,250,0.0484364540477485,0.0484364389583882,0.048454826251007,LUPP_iterative_cur,0.05,randLOW
7,4.131798,250,250,0.0484518045862611,0.0484516207714386,0.0484700939402262,LUPP_iterative_cur,0.05,randLOW
8,3.77741,250,250,0.048521722782055,0.0485212524357722,0.0485400473459717,LUPP_iterative_cur,0.05,randLOW
9,4.832127,500,500,0.0328590561086263,0.0328590547575044,0.0328850707394388,LUPP_iterative_cur,0.05,randLOW
10,3.855156,250,250,0.048798210862731,0.0487980925665431,0.0488181062721333,LUPP_iterative_cur,0.05,randLOW
