sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,2.00956,250,250,0.0484736346306258,0.0484739179019271,0.0484922805892936,LUPP_iterative_cur,0.05,randLOW
2,0.109224,250,250,0.0483360776824849,0.0483364323081268,0.0483541689491423,LUPP_iterative_cur,0.05,randLOW
3,0.085118,250,250,0.0484566863981738,0.0484568952791232,0.0484753100532094,LUPP_iterative_cur,0.05,randLOW
4,0.10547,250,250,0.0483640918967969,0.0483641783672491,0.048382380773028,LUPP_iterative_cur,0.05,randLOW
5,0.104258,250,250,0.0485842442516009,0.0485837387198107,0.048602709856381,LUPP_iterative_cur,0.05,randLOW
6,0.101766,250,250,0.0482415652110023,0.0482417368930556,0.0482592849993962,LUPP_iterative_cur,0.05,randLOW
7,0.081057,250,250,0.0485198346650973,0.0485199629596296,0.0485384910083297,LUPP_iterative_cur,0.05,randLOW
8,0.100527,250,250,0.0483121862985466,0.0483122008288544,0.0483301224301533,LUPP_iterative_cur,0.05,randLOW
9,0.066879,250,250,0.0486042911874619,0.0486049106748883,0.0486236577758029,LUPP_iterative_cur,0.05,randLOW
10,0.129267,250,250,0.0483927690495187,0.0483929903345126,0.0484111875137294,LUPP_iterative_cur,0.05,randLOW
