sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,170.104254,1500,1500,0.028918002327092,0.0289191333446128,0.0289349707131509,LUPP_iterative_cur,1e-20,TSOPF
2,10.108269,1500,1500,0.0289118768413465,0.0289147289575117,0.0289404134635398,LUPP_iterative_cur,1e-20,TSOPF
3,14.995923,1500,1500,0.0289182739492359,0.0289182739492358,0.0289405668031323,LUPP_iterative_cur,1e-20,TSOPF
4,7.109313,1500,1500,0.0289249495458231,0.0289227022783326,0.0289475763119062,LUPP_iterative_cur,1e-20,TSOPF
5,4.490566,1500,1500,0.0289108524195748,0.0289108524195748,0.0289315217280748,LUPP_iterative_cur,1e-20,TSOPF
