sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,15.583551,250,250,2.71728576906994e-08,3.88001204388097e-09,3.4168483515164e-08,LUPP_sketch_cur,3e-07,kahan
2,13.851322,250,250,1.70839737330415e-08,3.87482893664988e-09,2.11463853661029e-08,LUPP_sketch_cur,3e-07,kahan
3,13.813474,250,250,1.26290359128967e-08,3.88190399507064e-09,1.39356082649459e-08,LUPP_sketch_cur,3e-07,kahan
4,13.904232,250,250,2.39638061498184e-08,3.87652500624525e-09,2.88562835161062e-08,LUPP_sketch_cur,3e-07,kahan
5,15.519678,250,250,6.64042368570576e-09,3.88136874059212e-09,6.74917966200328e-09,LUPP_sketch_cur,3e-07,kahan
