sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,5.334353,250,250,0.048561895037543,0.0485620080381341,0.0485809869344624,LUPP_sketch_cur,0.05,randLOW
2,3.175036,250,250,0.0486796020649929,0.0486799172004881,0.0486989314529218,LUPP_sketch_cur,0.05,randLOW
3,3.492866,250,250,0.0483674860326466,0.0483672923971244,0.0483854202597296,LUPP_sketch_cur,0.05,randLOW
4,3.487987,250,250,0.0483183587536686,0.0483184489857304,0.0483364274804317,LUPP_sketch_cur,0.05,randLOW
5,3.299896,250,250,0.048356143755163,0.0483564797892004,0.0483742405853579,LUPP_sketch_cur,0.05,randLOW
6,3.418066,250,250,0.0487735784441526,0.0487732863290017,0.0487931203225533,LUPP_sketch_cur,0.05,randLOW
7,3.785798,250,250,0.0486976948067638,0.0486979532064879,0.048717266226783,LUPP_sketch_cur,0.05,randLOW
8,3.449349,250,250,0.0482425731876913,0.0482421945285669,0.0482600419082955,LUPP_sketch_cur,0.05,randLOW
9,3.590983,250,250,0.0486439459336136,0.0486440416462198,0.0486632873044289,LUPP_sketch_cur,0.05,randLOW
10,3.314117,250,250,0.0485915283882859,0.0485917248421794,0.0486104950183463,LUPP_sketch_cur,0.05,randLOW
