sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,73.363711,4000,4000,8.29219064379281e-16,1.73055427771042e-15,5.25616446042127e-16,LUPP_sketch_cur,0.005,randLOW
2,82.157212,4000,4000,1.13836091283749e-15,1.13297402093656e-15,1.27287558892576e-15,LUPP_sketch_cur,0.005,randLOW
3,77.405576,4000,4000,9.27096085811395e-16,1.53436493136872e-15,1.0720560861934e-15,LUPP_sketch_cur,0.005,randLOW
4,77.897008,4000,4000,9.67860370999423e-16,1.53288741781338e-15,1.24657607183184e-15,LUPP_sketch_cur,0.005,randLOW
5,71.572744,4000,4000,1.09521230809394e-15,1.55130489284131e-15,1.19909153796011e-15,LUPP_sketch_cur,0.005,randLOW
6,70.808697,4000,4000,3.13792782669995e-15,1.6206718329872e-15,1.37233553497038e-15,LUPP_sketch_cur,0.005,randLOW
7,76.733941,4000,4000,1.5297194230515e-15,1.4605289834838e-15,1.09093262765581e-15,LUPP_sketch_cur,0.005,randLOW
8,76.043979,4000,4000,1.0813461794228e-15,1.54826420245578e-15,8.42167125139698e-16,LUPP_sketch_cur,0.005,randLOW
9,77.808711,4000,4000,2.31922920938053e-15,2.78831239922818e-15,1.83436926618608e-15,LUPP_sketch_cur,0.005,randLOW
10,69.866087,4000,4000,1.28284716635279e-15,1.2526775884926e-15,6.14987848783888e-16,LUPP_sketch_cur,0.005,randLOW
