sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,83.195777,2400,2400,7.13566871840695e-06,6.87868832364989e-06,7.13563330977506e-06,svds,1e-05,Low_Rank_PD
2,204.904272,2400,2400,7.13566871840695e-06,6.87868832364989e-06,7.13563330977506e-06,svds,1e-05,Low_Rank_PD
3,565.207259,2400,2400,7.13566871840695e-06,6.87868832364989e-06,7.13563330977506e-06,svds,1e-05,Low_Rank_PD
4,1312.890818,2400,2400,7.13566871840695e-06,6.87868832364989e-06,7.13563330977506e-06,svds,1e-05,Low_Rank_PD
5,1022.587905,2400,2400,7.13566871840695e-06,6.87868832364989e-06,7.13563330977506e-06,svds,1e-05,Low_Rank_PD
6,1004.004155,2400,2400,7.13566871840695e-06,6.87868832364989e-06,7.13563330977506e-06,svds,1e-05,Low_Rank_PD
7,1006.414962,2400,2400,7.13566871840695e-06,6.87868832364989e-06,7.13563330977506e-06,svds,1e-05,Low_Rank_PD
8,846.705153,2400,2400,7.13566871840695e-06,6.87868832364989e-06,7.13563330977506e-06,svds,1e-05,Low_Rank_PD
9,719.109448,2400,2400,7.13566871840695e-06,6.87868832364989e-06,7.13563330977506e-06,svds,1e-05,Low_Rank_PD
10,671.682188,2400,2400,7.13566871840695e-06,6.87868832364989e-06,7.13563330977506e-06,svds,1e-05,Low_Rank_PD
