sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,290.597857,2000,2000,7.54147475984906e-15,7.57991657757523e-15,1.01822677665593e-13,LUPP_iterative_cur,1e-05,Low_Rank
2,281.305161,2000,2000,7.89072198741551e-15,7.5315732523971e-15,9.68642200815611e-14,LUPP_iterative_cur,1e-05,Low_Rank
3,314.819327,2000,2000,7.56358011344034e-15,7.16181186599658e-15,8.98454329339713e-14,LUPP_iterative_cur,1e-05,Low_Rank
4,367.22273,2000,2000,7.47083945077424e-15,7.87694088182036e-15,9.58585839285149e-14,LUPP_iterative_cur,1e-05,Low_Rank
5,285.087908,2000,2000,7.4793244277734e-15,7.60607599580389e-15,9.21665381479416e-14,LUPP_iterative_cur,1e-05,Low_Rank
6,303.197852,2000,2000,7.36123096905253e-15,7.62803784494537e-15,9.60110279898248e-14,LUPP_iterative_cur,1e-05,Low_Rank
7,401.012315,2000,2000,7.56439871495743e-15,7.13738923123539e-15,9.3871162179959e-14,LUPP_iterative_cur,1e-05,Low_Rank
8,316.021444,2000,2000,7.7092228694686e-15,7.76473831706353e-15,9.46958259103172e-14,LUPP_iterative_cur,1e-05,Low_Rank
9,262.904072,2000,2000,7.48783268066654e-15,7.60608489494166e-15,9.46418946091804e-14,LUPP_iterative_cur,1e-05,Low_Rank
10,277.671513,2000,2000,7.35167886698967e-15,7.31488636841086e-15,8.44081639978248e-14,LUPP_iterative_cur,1e-05,Low_Rank
