sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,460.937292,4000,4000,2.19285017227522e-15,3.01390827655055e-15,0,svds,0.005,randLOW
2,437.732618,4000,4000,2.19285017227522e-15,3.01390827655055e-15,0,svds,0.005,randLOW
3,430.566069,4000,4000,2.19285017227522e-15,3.01390827655055e-15,0,svds,0.005,randLOW
4,391.495404,4000,4000,2.19285017227522e-15,3.01390827655055e-15,0,svds,0.005,randLOW
5,443.881217,4000,4000,2.19285017227522e-15,3.01390827655055e-15,0,svds,0.005,randLOW
6,441.578228,4000,4000,2.19285017227522e-15,3.01390827655055e-15,0,svds,0.005,randLOW
7,456.698066,4000,4000,2.19285017227522e-15,3.01390827655055e-15,0,svds,0.005,randLOW
8,447.387923,4000,4000,2.19285017227522e-15,3.01390827655055e-15,0,svds,0.005,randLOW
9,436.754882,4000,4000,2.19285017227522e-15,3.01390827655055e-15,0,svds,0.005,randLOW
10,403.312116,4000,4000,2.19285017227522e-15,3.01390827655055e-15,0,svds,0.005,randLOW
