sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,114.505739,3000,3000,0.0672680092924508,0.0673191672797288,0.858121329396681,LUPP_sketch_cur,2e-07,RandSVD
2,103.726839,3000,3000,0.0672980611748789,0.0672956194008005,0.912814506834277,LUPP_sketch_cur,2e-07,RandSVD
3,78.00297,3000,3000,0.0672364533068818,0.067318023996518,0.981180094158534,LUPP_sketch_cur,2e-07,RandSVD
4,74.171135,3000,3000,0.0672907899935202,0.0673253830021248,0.892351238402581,LUPP_sketch_cur,2e-07,RandSVD
5,48.480985,3000,3000,0.0673621925553098,0.0672491968898007,0.884195157970455,LUPP_sketch_cur,2e-07,RandSVD
