sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,14.851272,250,250,0.0498276099340836,0.0487685050438696,0.0498276099340426,svds,0.05,randLOW
2,14.319358,250,250,0.0498276099340836,0.0487685050438696,0.0498276099340426,svds,0.05,randLOW
3,14.299893,250,250,0.0498276099340836,0.0487685050438696,0.0498276099340426,svds,0.05,randLOW
4,13.786599,250,250,0.0498276099340836,0.0487685050438696,0.0498276099340426,svds,0.05,randLOW
5,14.722464,250,250,0.0498276099340836,0.0487685050438696,0.0498276099340426,svds,0.05,randLOW
6,14.615417,250,250,0.0498276099340836,0.0487685050438696,0.0498276099340426,svds,0.05,randLOW
7,14.584291,250,250,0.0498276099340836,0.0487685050438696,0.0498276099340426,svds,0.05,randLOW
8,13.633091,250,250,0.0498276099340836,0.0487685050438696,0.0498276099340426,svds,0.05,randLOW
9,14.412591,250,250,0.0498276099340836,0.0487685050438696,0.0498276099340426,svds,0.05,randLOW
10,14.17597,250,250,0.0498276099340836,0.0487685050438696,0.0498276099340426,svds,0.05,randLOW
