sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,59.958609,4750,4750,0.00984490301740567,0.00984081721500546,0.169309954673066,LUPP_sketch_cur,0.005,RandSVD
2,52.790577,4750,4750,0.00984434855094712,0.00985886187933245,0.162797962223522,LUPP_sketch_cur,0.005,RandSVD
3,59.745077,4750,4750,0.00985596237273936,0.00983696746197473,0.163673256203092,LUPP_sketch_cur,0.005,RandSVD
4,60.789876,4750,4750,0.00983856234713404,0.00984025727862638,0.164270026168746,LUPP_sketch_cur,0.005,RandSVD
5,57.140565,4750,4750,0.00984041313734327,0.00984351703157274,0.167796762495325,LUPP_sketch_cur,0.005,RandSVD
6,52.388827,4750,4750,0.00984701749254881,0.00985188308645002,0.175314802591736,LUPP_sketch_cur,0.005,RandSVD
7,57.083377,4750,4750,0.00984094325210964,0.00986625382714748,0.167508008712982,LUPP_sketch_cur,0.005,RandSVD
8,57.819499,4750,4750,0.00985849755961764,0.00984799808425061,0.159547848857723,LUPP_sketch_cur,0.005,RandSVD
9,39.89732,4750,4750,0.00983857254855651,0.00985077551074887,0.159734950334243,LUPP_sketch_cur,0.005,RandSVD
10,39.75058,4750,4750,0.009859109591138,0.00986686194631075,0.172597702737032,LUPP_sketch_cur,0.005,RandSVD
