sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,88.186729,3000,3000,0.000609841840555716,0.000609841840555716,0.000615978773402624,LUPP_iterative_cur,2e-07,ct20stif
2,78.737516,3000,3000,0.000610358791024408,0.000610358791024408,0.000616180691120266,LUPP_iterative_cur,2e-07,ct20stif
3,43.67502,3000,3000,0.00061011970017434,0.00061011970017434,0.000615808798315544,LUPP_iterative_cur,2e-07,ct20stif
4,45.813592,3000,3000,0.000609512268999862,0.000609512268999862,0.000615340377940995,LUPP_iterative_cur,2e-07,ct20stif
5,44.550824,3000,3000,0.00060994089316134,0.000609940890250882,0.000615853843022117,LUPP_iterative_cur,2e-07,ct20stif
