sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,38.728143,2500,2500,2.40704717949296e-05,2.37807463525948e-05,0.00101784382976204,LUPP_sketch_cur,0.02,Low_Rank_PD
2,40.6123,2500,2500,2.4203901278159e-05,2.4588873423612e-05,0.00108939073930599,LUPP_sketch_cur,0.02,Low_Rank_PD
3,36.11842,2500,2500,2.36106868409807e-05,2.59181044219658e-05,0.00122305665933326,LUPP_sketch_cur,0.02,Low_Rank_PD
4,39.75714,2500,2500,2.37802986992329e-05,2.31982167966254e-05,0.00126765410782128,LUPP_sketch_cur,0.02,Low_Rank_PD
5,39.287586,2500,2500,2.54037960161578e-05,2.39440665378561e-05,0.00103139460103166,LUPP_sketch_cur,0.02,Low_Rank_PD
6,39.224128,2500,2500,2.52960721273649e-05,2.33864648508459e-05,0.00121020174758002,LUPP_sketch_cur,0.02,Low_Rank_PD
7,33.934853,2500,2500,2.4762303182453e-05,2.26056291180465e-05,0.00104141425411467,LUPP_sketch_cur,0.02,Low_Rank_PD
8,39.110578,2500,2500,2.50530820573106e-05,2.35155960399991e-05,0.00105637114829343,LUPP_sketch_cur,0.02,Low_Rank_PD
9,39.504062,2500,2500,2.27744117578214e-05,2.39409183364309e-05,0.0010161079413202,LUPP_sketch_cur,0.02,Low_Rank_PD
10,37.357979,2500,2500,2.42112995481265e-05,2.31985611112855e-05,0.00128235161257416,LUPP_sketch_cur,0.02,Low_Rank_PD
