sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,119.994021,2000,2000,4.67650911665305e-15,4.33403536173377e-15,0+2.0173856063804e-08i,svds,1e-06,Low_Rank
2,116.959825,2000,2000,4.67650911665305e-15,4.33403536173377e-15,0+2.0173856063804e-08i,svds,1e-06,Low_Rank
3,107.037014,2000,2000,4.67650911665305e-15,4.33403536173377e-15,0+2.0173856063804e-08i,svds,1e-06,Low_Rank
4,99.09808,2000,2000,4.67650911665305e-15,4.33403536173377e-15,0+2.0173856063804e-08i,svds,1e-06,Low_Rank
5,91.308397,2000,2000,4.67650911665305e-15,4.33403536173377e-15,0+2.0173856063804e-08i,svds,1e-06,Low_Rank
6,76.888942,2000,2000,4.67650911665305e-15,4.33403536173377e-15,0+2.0173856063804e-08i,svds,1e-06,Low_Rank
7,74.410958,2000,2000,4.67650911665305e-15,4.33403536173377e-15,0+2.0173856063804e-08i,svds,1e-06,Low_Rank
8,75.667244,2000,2000,4.67650911665305e-15,4.33403536173377e-15,0+2.0173856063804e-08i,svds,1e-06,Low_Rank
9,71.898285,2000,2000,4.67650911665305e-15,4.33403536173377e-15,0+2.0173856063804e-08i,svds,1e-06,Low_Rank
10,72.865866,2000,2000,4.67650911665305e-15,4.33403536173377e-15,0+2.0173856063804e-08i,svds,1e-06,Low_Rank
