sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,2.171392,1000,1000,0.000595912768920716,0.0005959087394634,0.000595912769620146,LUPP_iterative_cur,1e-20,bayer01
2,2.302326,1000,1000,0.000595912766230475,0.000595908737112793,0.000595912767269618,LUPP_iterative_cur,1e-20,bayer01
3,2.300719,1000,1000,0.000595912790503724,0.000595908761778256,0.00059591279193471,LUPP_iterative_cur,1e-20,bayer01
4,2.02742,1000,1000,0.000595912778926132,0.000595908750145713,0.000595912780302252,LUPP_iterative_cur,1e-20,bayer01
5,1.943841,1000,1000,0.000595912772467147,0.000595908743066797,0.000595912773223452,LUPP_iterative_cur,1e-20,bayer01
