sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,76.038007,3000,3000,6.19858530875311e-09,6.04046881484537e-09,0+1.29655697665459e-08i,svds,2e-07,igbt3
2,66.412535,3000,3000,6.19858530875311e-09,6.04046881484537e-09,0+1.29655697665459e-08i,svds,2e-07,igbt3
3,58.306448,3000,3000,6.19858530875311e-09,6.04046881484537e-09,0+1.29655697665459e-08i,svds,2e-07,igbt3
4,52.882154,3000,3000,6.19858530875311e-09,6.04046881484537e-09,0+1.29655697665459e-08i,svds,2e-07,igbt3
5,53.888632,3000,3000,6.19858530875311e-09,6.04046881484537e-09,0+1.29655697665459e-08i,svds,2e-07,igbt3
