sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,11.889691,500,500,0.711448727776048,0.710636872709249,3.84022389363268,LUPP_iterative_cur,2e-07,RandSVD
2,8.426912,500,500,0.710923356522824,0.711319029589537,3.7690409921203,LUPP_iterative_cur,2e-07,RandSVD
3,8.568146,500,500,0.710825393605703,0.711466411708821,4.04192641615809,LUPP_iterative_cur,2e-07,RandSVD
4,6.36803,500,500,0.711687616233986,0.71140600408261,4.29888072155341,LUPP_iterative_cur,2e-07,RandSVD
5,8.527718,500,500,0.711495835527977,0.711906401383245,3.79909956099461,LUPP_iterative_cur,2e-07,RandSVD
