sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,1664.095647,2740,2740,0.00701237742608198,0.006733450441584,0.00701237742606539,svds,0.01,RandSVD
2,1530.293247,2740,2740,0.00701237742608198,0.006733450441584,0.00701237742606539,svds,0.01,RandSVD
3,1159.792607,2740,2740,0.00701237742608198,0.006733450441584,0.00701237742606539,svds,0.01,RandSVD
4,1000.288384,2740,2740,0.00701237742608198,0.006733450441584,0.00701237742606539,svds,0.01,RandSVD
5,1006.205565,2740,2740,0.00701237742608198,0.006733450441584,0.00701237742606539,svds,0.01,RandSVD
6,950.188301,2740,2740,0.00701237742608198,0.006733450441584,0.00701237742606539,svds,0.01,RandSVD
7,690.180687,2740,2740,0.00701237742608198,0.006733450441584,0.00701237742606539,svds,0.01,RandSVD
8,648.407793,2740,2740,0.00701237742608198,0.006733450441584,0.00701237742606539,svds,0.01,RandSVD
9,626.491623,2740,2740,0.00701237742608198,0.006733450441584,0.00701237742606539,svds,0.01,RandSVD
10,335.805393,2740,2740,0.00701237742608198,0.006733450441584,0.00701237742606539,svds,0.01,RandSVD
