sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,19.995006,2000,2000,0.000129070013559718,0.000114932782208593,0.0015126851312392,LUPP_iterative_cur,0.02,Low_Rank_PD
2,17.511186,2000,2000,0.000117220356544845,0.000134228934780041,0.00115228229913872,LUPP_iterative_cur,0.02,Low_Rank_PD
3,20.507685,2000,2000,0.000144905389273571,0.000132746317855998,0.00159204805111401,LUPP_iterative_cur,0.02,Low_Rank_PD
4,19.7249,2000,2000,0.000117270245436047,0.000143503905077797,0.00122120086347102,LUPP_iterative_cur,0.02,Low_Rank_PD
5,18.840687,2000,2000,0.000142841603499868,0.000121856537065512,0.00201788070407404,LUPP_iterative_cur,0.02,Low_Rank_PD
6,17.896176,2000,2000,0.000132353086985261,0.000144670099917404,0.00100451678919985,LUPP_iterative_cur,0.02,Low_Rank_PD
7,19.521415,2000,2000,0.000134233193624961,0.000115168577602755,0.00115859956893408,LUPP_iterative_cur,0.02,Low_Rank_PD
8,18.366365,2000,2000,0.000145768631099751,0.000149924691937365,0.00216856638158407,LUPP_iterative_cur,0.02,Low_Rank_PD
9,19.059175,2000,2000,0.000131933491796346,0.000138794016102369,0.00221319222893071,LUPP_iterative_cur,0.02,Low_Rank_PD
10,18.708682,2000,2000,0.000140083925157641,0.000148946432689552,0.00133226148704459,LUPP_iterative_cur,0.02,Low_Rank_PD
