sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,6.782202,3250,3250,0.00177042680789283,0.00178493016506808,0.00189661865346032,LUPP_iterative_cur,0.002,c-69
2,6.53249,3250,3250,0.00176964532605675,0.00178445350515581,0.00188732473504944,LUPP_iterative_cur,0.002,c-69
3,6.366614,3250,3250,0.00177180439294482,0.00178717014211596,0.00189630642626564,LUPP_iterative_cur,0.002,c-69
4,6.475494,3250,3250,0.00176834412273171,0.00178394875823251,0.00188248899507271,LUPP_iterative_cur,0.002,c-69
5,6.556461,3250,3250,0.00177161023990868,0.00178541758914219,0.0018956383777128,LUPP_iterative_cur,0.002,c-69
6,6.397837,3250,3250,0.00177387169821742,0.00178686919722798,0.00189856056036389,LUPP_iterative_cur,0.002,c-69
7,6.492149,3250,3250,0.00176921524182915,0.00178459848519387,0.00188606294528514,LUPP_iterative_cur,0.002,c-69
8,6.580423,3250,3250,0.00177163543446163,0.00178634145017433,0.00189441583576803,LUPP_iterative_cur,0.002,c-69
9,6.738366,3250,3250,0.0017738555015333,0.00178858705669361,0.00190666329254593,LUPP_iterative_cur,0.002,c-69
10,6.427212,3250,3250,0.0017743916313814,0.00178805111862306,0.00191124521694249,LUPP_iterative_cur,0.002,c-69
