sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,3408.29283,5440,5440,0.000194392468888033,0.000194658686341023,0.00307900439583206,LUPP_iterative_cur,0.01,RandSVD
2,2526.91819,5440,5440,0.000194347560460332,0.000194566577963565,0.0029475576088488,LUPP_iterative_cur,0.01,RandSVD
3,1509.993245,5460,5460,0.000187767213957004,0.000187205784652321,0.00282926848633815,LUPP_iterative_cur,0.01,RandSVD
4,1649.588328,5400,5400,0.0002087879414994,0.000209105976126866,0.00299529878297749,LUPP_iterative_cur,0.01,RandSVD
5,1445.21825,5400,5400,0.00020825208096099,0.00020890078955178,0.00318415730435564,LUPP_iterative_cur,0.01,RandSVD
6,1394.508589,5440,5440,0.000194230619516873,0.000194075227008874,0.00295874674842761,LUPP_iterative_cur,0.01,RandSVD
7,1521.711586,5460,5460,0.000187870406225287,0.000187842135065562,0.00282096436021298,LUPP_iterative_cur,0.01,RandSVD
8,1367.918472,5440,5440,0.000194705111561495,0.000194032183802171,0.00299047210561019,LUPP_iterative_cur,0.01,RandSVD
9,1212.464307,5420,5420,0.000201460103557953,0.000201436793673217,0.00309862826342581,LUPP_iterative_cur,0.01,RandSVD
10,1421.714971,5480,5480,0.000181430442709079,0.000181510315471571,0.00285398375085287,LUPP_iterative_cur,0.01,RandSVD
