sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,19.823191,500,500,0.710932851152343,0.711297880620338,3.99576444052574,LUPP_sketch_cur,2e-07,RandSVD
2,19.202521,500,500,0.71103306347158,0.711600853791169,3.9842153551113,LUPP_sketch_cur,2e-07,RandSVD
3,18.197917,500,500,0.711377756291615,0.710888182502455,3.69666632034332,LUPP_sketch_cur,2e-07,RandSVD
4,17.320768,500,500,0.711607261821305,0.711484148395205,3.9694343376538,LUPP_sketch_cur,2e-07,RandSVD
5,16.709388,500,500,0.711547278989575,0.712032634576464,4.04626909997194,LUPP_sketch_cur,2e-07,RandSVD
