sample,time,n_cols,n_rows,left_accuracy,right_accuracy,overall_accuracy,method,threshold,mat_label
1,15.185889,2000,2000,7.3904492675335e-15,7.21713398478943e-15,8.24060225398499e-14,LUPP_sketch_cur,1e-06,Low_Rank
2,14.435728,2000,2000,7.91526911803002e-15,7.83907228858971e-15,1.00740419954548e-13,LUPP_sketch_cur,1e-06,Low_Rank
3,13.8213,2000,2000,7.84819937720899e-15,7.76541289131693e-15,9.4385411115121e-14,LUPP_sketch_cur,1e-06,Low_Rank
4,14.854337,2000,2000,8.03275785455698e-15,8.05382379052605e-15,9.96891910781843e-14,LUPP_sketch_cur,1e-06,Low_Rank
5,15.387997,2000,2000,7.85071701236391e-15,7.73887046839873e-15,9.57657355688008e-14,LUPP_sketch_cur,1e-06,Low_Rank
6,15.760493,2000,2000,7.78984656352681e-15,7.7750179470737e-15,9.76547410619508e-14,LUPP_sketch_cur,1e-06,Low_Rank
7,15.875611,2000,2000,7.66105264898585e-15,7.61740910099305e-15,9.79949524374847e-14,LUPP_sketch_cur,1e-06,Low_Rank
8,16.298605,2000,2000,7.95273555105296e-15,7.67003675651693e-15,9.85794098290598e-14,LUPP_sketch_cur,1e-06,Low_Rank
9,15.646466,2000,2000,7.56944721625584e-15,7.85286941384484e-15,9.54351281818254e-14,LUPP_sketch_cur,1e-06,Low_Rank
10,14.645589,2000,2000,7.84720988887786e-15,7.843546694275e-15,9.45251673279688e-14,LUPP_sketch_cur,1e-06,Low_Rank
