mat_label,matrix_size,n_cols,LUPP_iterative_cur,LUPP_sketch_cur,svds
bcircuit,68902,500,0.183969402899417,0.183750450914742,0.188945700045754
bcircuit,68902,1000,0.115896611246365,0.115864932190956,0.118374113230676
bcircuit,68902,2000,0.0898501406535092,0.0897801512396519,0.0910188995942439
bcircuit,68902,3000,0.0697427287500272,0.0698250584908123,0.072067691288714
bcircuit,68902,4000,0.059286062045577,0.0592902144523944,0.0607944480432716
