mat_label,matrix_size,n_cols,LUPP_iterative_cur,LUPP_sketch_cur,svds
Low_Rank_PD,30000,500,11.825132,19.622753,60.618268
Low_Rank_PD,30000,1000,20.112064,31.093376,138.516494
Low_Rank_PD,30000,2000,33.185012,66.622652,291.608497
Low_Rank_PD,30000,3000,41.221483,100.594223,508.32825
Low_Rank_PD,30000,4000,41.287214,172.477688,678.604325
