mat_label,matrix_size,n_cols,LUPP_iterative_cur,LUPP_sketch_cur,svds
bayer01,57735,500,1.868872,1.986265,10.363286
bayer01,57735,1000,3.110722,3.897806,29.717267
bayer01,57735,2000,4.379675,6.654766,64.212706
bayer01,57735,3000,5.85353,9.406593,100.155362
bayer01,57735,4000,7.271421,12.443617,129.706971
