n_cols,bs_100,bs_5,bs_50,bs_500
500,1.45014113184311,1.21764702746291,1.40345840298408,1.52059090533205
1000,0.40490531219556,0.346130279590832,0.397699328408807,0.44225230997645
1500,0.0887560370020058,0.0766727038112644,0.0876100714835969,0.0933421004340803
2000,0.0177862411117728,0.0146425159564555,0.0171676056749084,0.0184857305559039
2500,0.00322551411721121,0.00265324817895587,0.00311340165102616,0.00349849767138554
