rank,lupp,qr,os,svd,svds
150,2.87828887801286,2.57310836157569,2.55820317892762,0.739495306837692,0.774221207072085
150,3.02615302600183,2.4891199069372,2.51320808129549,0.739495306837692,0.774221207072085
150,3.29614991112081,2.59515022297481,2.6022294412463,0.739495306837692,0.774221207072085
150,2.80637154665529,2.69863382631515,2.59456615581326,0.739495306837692,0.774221207072085
150,3.2119355272678,2.58202842084444,2.61411630005709,0.739495306837692,0.774221207072085
350,2.69201502558727,2.14500769851107,1.96538489782738,0.331624288880892,0.388495611334719
350,3.26525648668234,2.13682062178642,1.93845432903994,0.331624288880892,0.388495611334719
350,2.82365502511632,2.18196951867289,1.8007228551309,0.331624288880892,0.388495611334719
350,2.56575868063942,1.98838130525359,2.56935416247846,0.331624288880892,0.388495611334719
350,2.94100940246614,2.29218530276012,2.28965238514961,0.331624288880892,0.388495611334719
550,4.19362699857128e-14,2.38800915235349e-14,1.60497124013264e-13,3.34260241079924e-16,5.47894563988404e-15
550,4.36637023914198e-14,1.48355372738144e-13,4.03555158125889e-14,3.34260241079924e-16,5.47894563988404e-15
550,1.72647051805385e-14,1.24503229520629e-13,9.02426444956182e-14,3.34260241079924e-16,5.47894563988404e-15
550,2.13608422630523e-14,8.5445480127718e-14,3.66224943323021e-14,3.34260241079924e-16,5.47894563988404e-15
550,4.29712793875043e-14,4.38130620196167e-14,1.66837058109522e-14,3.34260241079924e-16,5.47894563988404e-15
750,2.57448984840603e-13,3.71633786236963e-13,8.65210762448779e-14,1.06608694794557e-16,5.91908424113844e-14
750,2.26784568690263e-14,5.52890809272219e-14,1.26346375957083e-13,1.06608694794557e-16,5.91908424113844e-14
750,9.98114491678946e-13,6.03273477614079e-14,2.3881862439073e-13,1.06608694794557e-16,5.91908424113844e-14
750,4.55343664703495e-14,5.07708171733413e-13,3.0746343748361e-14,1.06608694794557e-16,5.91908424113844e-14
750,3.40418073392084e-14,1.78589064239414e-13,5.66711329072399e-14,1.06608694794557e-16,5.91908424113844e-14
950,1.29278337165268e-13,3.55290050038154e-13,9.383182590499e-14,8.06567280001106e-18,2.16373324644657e-10
950,2.64852897525665e-13,1.05169691499748e-13,2.19810106313309e-13,8.06567280001106e-18,2.16373324644657e-10
950,7.83636335812527e-14,7.9391269858303e-14,4.87117526373892e-14,8.06567280001106e-18,2.16373324644657e-10
950,5.85737948392222e-14,3.09041236438079e-13,5.17212924121999e-14,8.06567280001106e-18,2.16373324644657e-10
950,8.1759005592675e-14,3.05223935774361e-14,9.59437676639787e-14,8.06567280001106e-18,2.16373324644657e-10
