rank,lupp,qr,os,svd,svds
200,0.117195720472133,0.125073833669946,0.112416881223454,0.0645716354149248,0.0676646499696882
200,0.118576918868938,0.126740882857275,0.114929704374622,0.0645716354149248,0.0676646499696882
200,0.121716080294537,0.123335185560115,0.115505586954365,0.0645716354149248,0.0676646499696882
200,0.118541604120019,0.127763840071861,0.115239265473547,0.0645716354149248,0.0676646499696882
200,0.118075816179209,0.124515045811553,0.115576128466494,0.0645716354149248,0.0676646499696882
400,0.0829544643468251,0.0851991097787317,0.081666596283028,0.0532015109620497,0.056497026461964
400,0.0814504174229191,0.0851181882621457,0.0812906851582402,0.0532015109620497,0.056497026461964
400,0.0817982518290491,0.0851706415824592,0.0822908669199223,0.0532015109620497,0.056497026461964
400,0.0819874795920048,0.0845989070797991,0.0824633257492871,0.0532015109620497,0.056497026461964
400,0.0828458513553247,0.0854402720027194,0.0813802476098901,0.0532015109620497,0.056497026461964
600,0.060486888529271,0.0616775254448533,0.0606970777137159,0.0427179397243058,0.0454417679635265
600,0.0610343860494156,0.0611719742599804,0.0614618552582332,0.0427179397243058,0.0454417679635265
600,0.0609296741568156,0.0610634008010789,0.0612532203138906,0.0427179397243058,0.0454417679635265
600,0.0613314016981807,0.0608637661596654,0.0612567855119612,0.0427179397243058,0.0454417679635265
600,0.0611553128214751,0.061361656334339,0.061116911686739,0.0427179397243058,0.0454417679635265
800,0.0411460379779241,0.0408223328310671,0.0408977888721904,0.0299666815710306,0.0318114146012669
800,0.0409345680062824,0.0408530325423819,0.0409699473683198,0.0299666815710306,0.0318114146012669
800,0.0408886437073964,0.0405493906455092,0.041105054447937,0.0299666815710306,0.0318114146012669
800,0.04087085695807,0.0406299907096193,0.0409621884289341,0.0299666815710306,0.0318114146012669
800,0.0410257770059912,0.0408425277575142,0.0407736569115113,0.0299666815710306,0.0318114146012669
1000,4.02226113495089e-12,9.32338277849173e-15,4.89071348850974e-15,0,3.05023307705009e-08
1000,8.44149686735735e-09,7.82344538075174e-15,1.18711575820921e-14,0,3.05023307705009e-08
1000,6.81105202331167e-12,6.71992421528436e-15,4.45900344322471e-15,0,3.05023307705009e-08
1000,9.74937214142703e-12,6.15738679488534e-15,3.4621933653254e-15,0,3.05023307705009e-08
1000,1.8023601029497e-11,1.19341811887773e-14,9.09919819057324e-15,0,3.05023307705009e-08
