rank,lupp,qr,os,svd,svds
150,0.128787800062353,0.149108411849061,0.115504514962155,0.0445630382895435,0.0468243944921787
150,0.128817392601028,0.153153024672098,0.119819822613747,0.0445630382895435,0.0468243944921787
150,0.130793430381079,0.149295542791314,0.113899717621024,0.0445630382895435,0.0468243944921787
150,0.129452170682502,0.148334792084545,0.112470911904945,0.0445630382895435,0.0468243944921787
150,0.141451325013702,0.156291930892141,0.114016846796691,0.0445630382895435,0.0468243944921787
350,0.0778418794390798,0.106445953218397,0.0653101643343358,0.0278924561329459,0.0297654580239304
350,0.0780722114886011,0.0992307340627669,0.0648498618378588,0.0278924561329459,0.0297654580239304
350,0.0785502101908332,0.101879749589223,0.0648732024856149,0.0278924561329459,0.0297654580239304
350,0.0781487069858024,0.0970646694826645,0.0630943754340022,0.0278924561329459,0.0297654580239304
350,0.0760910565682334,0.105884070521216,0.065994458036561,0.0278924561329459,0.0297654580239304
550,0.0479635070541901,0.0651698903353362,0.0427812220647965,0.0201787925723813,0.0220569317680662
550,0.048336736012641,0.0623763691640849,0.0433722752179753,0.0201787925723813,0.0220569317680662
550,0.0473665786377713,0.0644071643015974,0.0431298866036025,0.0201787925723813,0.0220569317680662
550,0.0493183132345201,0.0665114629722975,0.0438188560571533,0.0201787925723813,0.0220569317680662
550,0.0480882247009561,0.062949212787207,0.0431645949052885,0.0201787925723813,0.0220569317680662
750,0.0298271389287295,0.034528076046714,0.0284917079883509,0.0140526323345169,0.0156283903671714
750,0.0290126117308533,0.0333364189703304,0.0284390905441469,0.0140526323345169,0.0156283903671714
750,0.0285966482491073,0.0336047800079532,0.0284917079883493,0.0140526323345169,0.0156283903671714
750,0.0290641908981089,0.0329295859191083,0.0281213333546835,0.0140526323345169,0.0156283903671714
750,0.0287533405289099,0.0342230793964937,0.0283863797816086,0.0140526323345169,0.0156283903671714
950,0.0122382459448318,0.0122382459448318,0.0122382459448318,0.00612544356425431,0.00681012504265417
950,0.0122382459448318,0.0122382459448318,0.0122382459448318,0.00612544356425431,0.00681012504265417
950,0.0123600201149705,0.0122382459448318,0.0122382459448318,0.00612544356425431,0.00681012504265417
950,0.0122382459448318,0.0122382459448318,0.0123600201149705,0.00612544356425431,0.00681012504265417
950,0.0122382459448318,0.0122382459448318,0.0122382459448318,0.00612544356425431,0.00681012504265417
