rank,lupp,qr,os,svd,svds
150,0.921913750022875,0.921913750022875,0.652083281723394,0.651699973859875,0.651699978337703
150,0.921913750022875,0.921913750022875,0.652083281723394,0.651699973859875,0.651699978337703
150,0.921913750022875,0.921913750022875,0.652083281723394,0.651699973859875,0.651699978337703
150,0.921913750022875,0.921913750022876,0.652083281723394,0.651699973859875,0.651699978337703
150,0.921913750022876,0.921913750022875,0.652083281723394,0.651699973859875,0.651699978337703
350,0.806117182831521,0.806117182831522,0.570230287945708,0.569791918963806,0.569791922755778
350,0.806117182831521,0.806117182831521,0.570230287945708,0.569791918963806,0.569791922755778
350,0.806117182831521,0.806117182831523,0.570230287945708,0.569791918963806,0.569791922755778
350,0.806117182831521,0.806117182831521,0.570230287945708,0.569791918963806,0.569791922755778
350,0.806117182831521,0.806117182831521,0.570230287945708,0.569791918963806,0.569791922755778
550,0.670615286458052,0.670615286458052,0.47446027892558,0.473933334873112,0.473933337734942
550,0.670615286458053,0.670615286458053,0.47446027892558,0.473933334873112,0.473933337734942
550,0.670615286458052,0.670615286458052,0.47446027892558,0.473933334873112,0.473933337734942
550,0.670615286458052,0.670615286458052,0.47446027892558,0.473933334873112,0.473933337734942
550,0.670615286458052,0.670615286458052,0.47446027892558,0.473933334873112,0.473933337734942
750,0.499624671534748,0.499624671534747,0.353641812100369,0.352934527768881,0.35293452978051
750,0.499624671534746,0.499624671534746,0.353641812100369,0.352934527768881,0.35293452978051
750,0.499624671534746,0.499624671534747,0.353641812100369,0.352934527768881,0.35293452978051
750,0.499624671534746,0.499624671534747,0.353641812100369,0.352934527768881,0.35293452978051
750,0.499624671534746,0.499624671534747,0.353641812100369,0.352934527768881,0.35293452978051
950,0.222541596968276,0.222541596968276,0.158153426308527,0.156565500283227,0.156565501325543
950,0.222541596968276,0.222541596968276,0.158153426308527,0.156565500283227,0.156565501325543
950,0.222541596968276,0.222541596968276,0.158153426308527,0.156565500283227,0.156565501325543
950,0.222541596968276,0.222541596968276,0.158153426308527,0.156565500283227,0.156565501325543
950,0.222541596968276,0.222541596968276,0.158153426308527,0.156565500283227,0.156565501325543
