rank,lupp,qr,os,svd,svds
100,1.02142703578345,1.00235222162356,1.03187100550014,0.889884577381226,0.903465642036641
300,0.9234480991613,0.882825755715173,0.981552065385151,0.643659529159754,0.69366096970898
500,0.788820170390315,0.765307789332049,0.848884039774282,0.456672065117621,0.500721019802381
700,0.61416513536416,0.598693964130948,0.652968381118497,0.288393956810627,0.328142735855561
900,0.342477258665266,0.341259351929083,0.350856499143681,0.135876813739113,0.159835755367761
